. - Down,. - Up,5 - Down,5 - Up,a - Down,a - Up,e - Down,e - Up,i - Down,i - Up,l - Down,n - Down,n - Up,o - Down,o - Up,r - Down,r - Up,t - Down,t - Up,t - I down,I - e down,e-5 down,5 - r down,r - o down,o - a down,a - n down,n - l down,. = t up,t - I up,I - e up,e - 5 up,5 - r up,r - o  up,o - a up,a - n up
1.91E-05,0.080110073,0.760221004,0.84808898,1.32801795,1.456300974,0.343724012,0.432121038,0.23237586,0.31170702,1.507577896,1.407599926,1.488183975,1.225349903,1.296076059,1.141115904,1.241468906,0.120225906,0.234643936,0.112149954,0.111348152,0.416496992,0.380894899,0.084233999,0.102668047,0.079581976,0.09997797,0.154533863,0.077063084,0.120414019,0.415967941,0.393379927,0.054607153,0.160224915,0.031883001
1.91E-05,0.079943895,0.77522397,0.839942932,1.152014017,1.322757959,0.328131914,0.415939093,0.242320061,0.312079906,1.792045116,1.255985975,1.343699932,1.090541124,1.173815012,0.990756035,1.106905937,0.120009899,0.223982096,0.122310162,0.085811853,0.447092056,0.215532064,0.099785089,0.061472893,0.103971958,0.536059141,0.1440382,0.088097811,0.103859186,0.424003839,0.266963005,0.066909075,0.148942947,0.020941973
4.70E-05,0.08020401,1.11996007,1.226488113,1.696150064,1.832066059,0.447035074,0.53591609,0.330933094,0.400132895,1.984129906,1.800204039,1.864068031,1.545022011,1.616070986,1.383794069,1.472104073,0.215867043,0.333152056,0.115066051,0.11610198,0.672924995,0.263834,0.161227942,0.151128054,0.104053974,0.183925867,0.252948046,0.066980839,0.135783195,0.690572023,0.245615959,0.143966913,0.215995073,0.032001972
1.98E-05,0.064033985,0.679989815,0.759884834,1.09559083,1.223721981,0.33039999,0.415894985,0.208014965,0.295935869,1.327974796,1.16798687,1.24533391,0.994690895,1.071913004,0.90396595,1.011129856,0.130053997,0.230390787,0.077960968,0.122385025,0.349589825,0.223976135,0.090724945,0.100899935,0.07239604,0.159987926,0.166356802,0.065545082,0.119959116,0.343989849,0.251245022,0.060783148,0.151808977,0.021611929
2.00E-05,0.055811882,0.767910004,0.87180686,1.183851004,1.303599834,0.330766916,0.431802034,0.231063843,0.313793898,1.423885822,1.271883965,1.328639984,1.08771801,1.151762009,1.007879972,1.112332821,0.114857912,0.215517998,0.116205931,0.099703074,0.437143087,0.239969969,0.079838037,0.096132994,0.088032961,0.152001858,0.159706116,0.0982759,0.118008137,0.440004826,0.240525961,0.039429188,0.151837826,0.02504015
1.98E-05,0.096577883,0.814197779,0.888487816,1.23217988,1.344067812,0.368734837,0.46449995,0.272326946,0.371392965,1.488572836,1.304210901,1.363070965,1.129558802,1.196696997,1.016423941,1.120445967,0.160431862,0.282012939,0.111895084,0.09640789,0.445462942,0.202226162,0.113134861,0.102621078,0.072031021,0.184361935,0.185435057,0.089380026,0.093106985,0.423987865,0.231958151,0.07625103,0.147370815,0.019003153
2.00E-05,0.095389128,0.843364,0.919404984,1.255721092,1.393130064,0.394149065,0.49388504,0.287918091,0.375941038,1.471884966,1.336039066,1.395722151,1.158995152,1.215759993,1.071922064,1.161625147,0.176026106,0.311221123,0.111891985,0.106230974,0.449214935,0.228558064,0.087073088,0.096725941,0.080317974,0.1358459,0.215831995,0.064719915,0.117944002,0.425519943,0.242220163,0.054134846,0.177370071,0.002592087
1.98E-05,0.095832825,0.671980858,0.767794847,1.103927851,1.218024969,0.340913773,0.447830915,0.269632816,0.337349892,1.30356884,1.167562962,1.220622778,1.001459837,1.063828945,0.91949296,1.023456812,0.143916845,0.247838974,0.125715971,0.071280956,0.331067085,0.247512102,0.081966877,0.102468014,0.063635111,0.136005878,0.152006149,0.089510918,0.110481024,0.319963932,0.255661964,0.040372133,0.154196024,0.002597809
2.10E-05,0.087821007,1.055351019,1.11164999,1.463690996,1.583775043,0.541038036,0.640450001,0.335891008,0.407788992,1.631895065,1.527882099,1.60753417,1.356033087,1.425300121,1.279900074,1.375802994,0.22488308,0.357439995,0.111007929,0.205147028,0.514312983,0.224549055,0.076133013,0.107657909,0.064191103,0.104012966,0.269618988,0.050348997,0.232661009,0.471199989,0.264153004,0.049497128,0.158474922,0.023759127
2.00E-05,0.071899891,0.78200388,0.856145859,1.20813489,1.35204196,0.36588788,0.472047806,0.25571084,0.336031914,1.440263987,1.296140909,1.380805969,1.096133947,1.183729887,1.016135931,1.119858027,0.117025852,0.235196829,0.138684988,0.11017704,0.416115999,0.234132051,0.079998016,0.112000942,0.08800602,0.144123077,0.163296938,0.100835085,0.136015892,0.384098053,0.263712168,0.063871861,0.168312073,0.028764009
1.98E-05,0.064378023,0.712502956,0.797810793,1.128458023,1.272354841,0.31239295,0.408381939,0.208472013,0.280405998,1.297268867,1.197296858,1.301395893,1.000511885,1.081192017,0.944625854,1.064426899,0.083270788,0.232465982,0.125201225,0.103920937,0.400110006,0.232122898,0.05588603,0.127946138,0.068838835,0.09997201,0.168087959,0.047940016,0.127975941,0.389428854,0.266616106,0.016765118,0.191162825,0.029041052
2.00E-05,0.071752071,0.727808952,0.831716061,1.184859991,1.295872927,0.320615053,0.431709051,0.215846062,0.303717136,1.367620945,1.239789009,1.299142122,1.047991991,1.119769096,0.969476938,1.073456049,0.119843006,0.237965107,0.096003056,0.104768991,0.407193899,0.241667986,0.078515053,0.136868,0.054929018,0.127831936,0.166213036,0.065752029,0.127991915,0.40000701,0.241739988,0.046313047,0.17610383,0.003269196
2.00E-05,0.090430975,0.888019085,0.975898981,1.370988131,1.536698103,0.384006977,0.471538067,0.248028994,0.338475943,1.769010067,1.471980095,1.553568125,1.287557125,1.354192019,1.168064117,1.290992975,0.159994125,0.272027969,0.088034868,0.135977983,0.504012108,0.280045033,0.119493008,0.083431005,0.100991964,0.297029972,0.181596994,0.066447973,0.133062124,0.504360914,0.315093994,0.063199043,0.182506084,0.016870022
2.10E-05,0.063876152,0.695920944,0.775855064,1.191954136,1.327949047,0.304949045,0.399857044,0.207992077,0.287851095,1.431909084,1.296133041,1.35218811,1.040142059,1.152610064,0.952424049,1.055572033,0.095716,0.220910072,0.112276077,0.096956968,0.390971899,0.256503105,0.08771801,0.151812077,0.104178905,0.135776043,0.15703392,0.066941023,0.112005949,0.37599802,0.279716969,0.097038031,0.175338984,0.024239063
1.98E-05,0.087917805,0.685113907,0.767545938,1.151983976,1.263876915,0.33642602,0.435577869,0.240051985,0.319923878,1.400697947,1.234361887,1.284218788,1.015843868,1.100348949,0.928133965,1.03460288,0.128002882,0.252833843,0.112049103,0.096374035,0.348687887,0.243020058,0.087709904,0.136140108,0.082377911,0.16633606,0.164916039,0.067090034,0.115653992,0.331968069,0.267056942,0.065746069,0.163527966,0.020341873
2.10E-05,0.071883202,0.772531986,0.847911119,1.239931107,1.36779809,0.303961039,0.377570152,0.215818167,0.257865191,1.504287004,1.335473061,1.404520035,1.103782177,1.167841196,1.015782118,1.127614021,0.095803022,0.191852093,0.120015144,0.088142872,0.468570948,0.243250132,0.088000059,0.13614893,0.095541954,0.168813944,0.119968891,0.066013098,0.119704962,0.470340967,0.279702902,0.040227175,0.199956894,0.036721945
2.00E-05,0.095752954,0.935790062,0.959290981,1.719662905,1.839523077,0.336004972,0.43169713,0.243211985,0.311757088,2.039776087,1.855727911,1.895714045,1.587099075,1.66367197,1.486716032,1.61571002,0.127398014,0.246168137,0.115813971,0.092792988,0.599785089,0.55092597,0.100383043,0.132563829,0.136065006,0.184048176,0.150415182,0.065588951,0.119940042,0.527593851,0.656419039,0.04796195,0.175851107,0.056190968
2.10E-05,0.063903093,0.736310005,0.807893038,1.199966192,1.327928066,0.337320089,0.415914059,0.233520985,0.30389905,1.439937115,1.28780508,1.348052025,1.071974993,1.164910078,0.976030111,1.097332001,0.135812044,0.25002718,0.097708941,0.103799105,0.398989916,0.239720106,0.095944881,0.127991199,0.087838888,0.152132034,0.186124086,0.05387187,0.112015009,0.391978979,0.289438963,0.067578077,0.163017988,0.020123959
2.10E-05,0.095551014,0.791949987,0.871860981,1.291355848,1.424492836,0.355417967,0.438820839,0.240831852,0.287822008,1.535960913,1.407927036,1.451999903,1.17550683,1.25406003,1.053882837,1.170379877,0.106425047,0.223809004,0.134406805,0.114586115,0.436532021,0.26193285,0.121623993,0.115849018,0.116571188,0.128033876,0.12825799,0.064013004,0.150998831,0.433040142,0.298518896,0.083680153,0.170432806,0.027507067
2.10E-05,0.074470043,1.455842972,1.53572607,1.936000109,2.071703911,0.775687933,0.883656025,0.223814964,0.303761005,2.167871952,2.007795095,2.097216129,1.830974102,1.89816308,1.727863073,1.836122036,0.103892088,0.227397919,0.119922876,0.551872969,0.680155039,0.272020102,0.103111029,0.105026007,0.071794987,0.160076857,0.152927876,0.076363087,0.57989502,0.652070045,0.300395966,0.062041044,0.173540831,0.025512218
2.10E-05,0.079957008,0.711706877,0.791515827,1.167989016,1.287648916,0.296241999,0.399928808,0.225381851,0.279907942,1.432119846,1.255539894,1.305332899,1.039889812,1.121847868,0.951915026,1.056646824,0.124704838,0.228904009,0.100677013,0.070860147,0.415464878,0.240208149,0.087974787,0.128099203,0.087550879,0.176579952,0.148947001,0.051003933,0.120020866,0.391587019,0.265130997,0.065201044,0.165801048,0.017683983
1.98E-05,0.09589386,0.823518991,0.919718981,1.303962946,1.446904898,0.366528988,0.447888851,0.256049871,0.343889952,1.495977879,1.379854918,1.462826967,1.175976992,1.263887882,1.090399981,1.19707799,0.151812792,0.282717943,0.10423708,0.110479116,0.456990004,0.266880989,0.085577011,0.127985954,0.075891972,0.116122961,0.186824083,0.061172009,0.103998899,0.47183013,0.277359009,0.066809893,0.183017015,0.01592207
2.22E-05,0.054287195,0.854243994,0.942259073,1.382389069,1.510497093,0.334393024,0.430314064,0.216567993,0.27831316,1.646629095,1.486341,1.546988964,1.272933006,1.334140062,1.166400194,1.297577143,0.099853039,0.233649015,0.116714954,0.117825031,0.519850969,0.3121562,0.106532812,0.109456062,0.103951931,0.160288095,0.17936182,0.044664145,0.152000904,0.511945009,0.355318069,0.03656292,0.176357031,0.036491871
2.10E-05,0.065355062,0.824064016,0.911540985,1.278730869,1.383630991,0.314054012,0.39991498,0.200147867,0.287916899,1.592134953,1.351975918,1.431725979,1.151619911,1.207906961,1.07200408,1.176056862,0.095885992,0.203828096,0.104261875,0.113906145,0.510010004,0.247940063,0.079615831,0.127110958,0.073245049,0.240159035,0.138473034,0.084088802,0.111998081,0.511626005,0.264515877,0.0318501,0.17572403,0.048094988
2.00E-05,0.054522038,0.830245972,0.906615019,1.254474878,1.390313864,0.298408031,0.382318974,0.206413031,0.278506041,1.446326017,1.328278065,1.394454956,1.142632008,1.229809046,1.054538965,1.162623882,0.086560011,0.210468054,0.11985302,0.091995001,0.53183794,0.224292994,0.088093042,0.111842871,0.073803186,0.118047953,0.155946016,0.068037987,0.103812933,0.524296045,0.256008863,0.067185163,0.160504818,0.004141092
2.10E-05,0.079977036,0.800985098,0.900248051,1.207313061,1.332545996,0.37440896,0.455878973,0.268787146,0.369141102,1.432522058,1.29908514,1.349089146,1.103816032,1.175678015,1.016811132,1.119651079,0.119802952,0.247713089,0.148984194,0.105621815,0.426576138,0.215826035,0.0870049,0.103497028,0.091772079,0.133436918,0.167736053,0.121428013,0.086737871,0.444369078,0.219403028,0.056026936,0.156867981,0.01654315
2.10E-05,0.073168993,0.778674841,0.847879887,1.207990885,1.33584094,0.304327965,0.391743898,0.231915951,0.308555841,1.455961943,1.293957949,1.360754967,1.095772982,1.162152052,0.999963045,1.111064911,0.09737587,0.214114904,0.134540081,0.072412014,0.474346876,0.221288204,0.095809937,0.112217903,0.085967064,0.162003994,0.140945911,0.094440937,0.083188057,0.456135988,0.263185024,0.051087141,0.173688889,0.024914026
2.10E-05,0.095677853,1.103968859,1.175580978,1.583684921,1.695864916,0.600162983,0.711899996,0.472010851,0.567914963,1.784020901,1.647891998,1.721722841,1.471963882,1.566995859,1.359853029,1.476456881,0.296007872,0.436670065,0.176002979,0.128152132,0.503805876,0.255884171,0.112110853,0.111721039,0.064207077,0.136128902,0.340992212,0.131244898,0.143985033,0.463680983,0.300875902,0.090538979,0.128869057,0.025857925
1.91E-05,0.095659018,0.935557127,1.033508062,1.352024078,1.479874134,0.666782141,0.75185895,0.583547115,0.647927999,1.783968925,1.449506998,1.498690128,1.263961077,1.328040123,1.175976038,1.282611132,0.45598793,0.559888124,0.127559185,0.083235025,0.268774986,0.240418911,0.087985039,0.088063002,0.09748292,0.334461927,0.464229107,0.088039875,0.10393095,0.281649113,0.249103069,0.045428991,0.151834011,0.018815994
1.91E-05,0.064207077,0.887998104,0.978710175,1.247977972,1.35950017,0.367832184,0.487717152,0.200004101,0.279545069,1.410489082,1.319617033,1.383740187,1.151786089,1.215880156,1.079519033,1.177298069,0.111670971,0.212567091,0.08833313,0.167828083,0.52016592,0.191520929,0.072267056,0.096191883,0.071639061,0.090872049,0.148360014,0.066977978,0.208172083,0.490993023,0.198587894,0.038582087,0.143620014,0.024240017
2.19E-05,0.079804897,0.679847002,0.775785923,1.111883879,1.231504917,0.330307007,0.423675776,0.231989861,0.311770916,1.295836926,1.183483839,1.247402906,0.999876976,1.083889961,0.919837952,1.015706778,0.159871817,0.263771772,0.072118044,0.098317146,0.349539995,0.23999095,0.080039024,0.112006903,0.07159996,0.112353086,0.183966875,0.047999144,0.11190486,0.352110147,0.239920855,0.068183184,0.147614956,0.015897989
2.10E-05,0.098138809,0.703948975,0.783962965,1.096275806,1.223871946,0.297627926,0.38369298,0.199602842,0.281932831,1.287972927,1.167945862,1.245396852,1.003966808,1.071842909,0.919701815,1.029198885,0.08194685,0.183517933,0.117655993,0.098025084,0.406321049,0.21575284,0.084264994,0.092308998,0.071670055,0.120027065,0.085379124,0.098414898,0.101760149,0.400269985,0.24523592,0.042644024,0.152029037,0.021524906
1.81E-05,0.072077036,0.797039986,0.864072084,1.163295031,1.304069042,0.314587116,0.368088961,0.20830512,0.295933962,1.368317127,1.262083054,1.328974009,1.080142975,1.146081924,0.992125034,1.119889021,0.099375963,0.212968111,0.108929157,0.106281996,0.482452869,0.195085049,0.088017941,0.083152056,0.098788023,0.106234074,0.140891075,0.082965851,0.072154999,0.495983124,0.255816936,0.026192904,0.157987118,0.024904966
3.70E-05,0.054864883,0.918864012,1.00679493,1.463948011,1.598577976,0.265588045,0.374835014,0.158731937,0.246517897,1.612438917,1.534741879,1.617827892,1.34681797,1.414788008,1.263149977,1.366658926,0.066277981,0.183292866,0.092453957,0.106856108,0.653275967,0.344285965,0.083667994,0.117130041,0.070793867,0.077697039,0.128427982,0.063225031,0.128317118,0.631959915,0.359863997,0.048129082,0.183789968,0.019249916
1.88E-05,0.065071821,0.633136034,0.761039019,1.130404949,1.272799969,0.361163855,0.465061903,0.241168976,0.320623875,1.297152996,1.213706017,1.303290844,1.015079975,1.080879927,0.92116785,1.032888889,0.13716197,0.266594887,0.104007006,0.119994879,0.271972179,0.288031816,0.093912125,0.115324974,0.083301067,0.08344698,0.201523066,0.054028988,0.144438028,0.295977116,0.271849871,0.047991037,0.191920042,0.030490875
1.98E-05,0.099762917,0.648361921,0.768137932,1.429988861,1.559860945,0.332648993,0.43222785,0.232326984,0.320211887,1.599936962,1.503947973,1.584992886,1.329869986,1.399863958,1.247910976,1.368048906,0.13634181,0.25599885,0.095985174,0.100322008,0.315712929,0.599549055,0.081959009,0.100118876,0.073959112,0.095988989,0.156235933,0.064213037,0.112015963,0.335910082,0.599910975,0.031815052,0.159996986,0.025131941
2.10E-05,0.08487916,0.807502985,0.863682985,1.591871977,1.735800982,0.287951946,0.399855137,0.207589149,0.303569078,1.791543007,1.688033104,1.767617941,1.484221935,1.566661119,1.399898052,1.527806997,0.079683065,0.191869974,0.127906084,0.080362797,0.519551039,0.592395067,0.084323883,0.107650042,0.096161127,0.103509903,0.106990814,0.111699104,0.096286058,0.463827848,0.664124012,0.038854122,0.169139862,0.031816959
2.00E-05,0.088323116,0.703892946,0.791460037,1.127813101,1.247895002,0.304122925,0.407752991,0.208018064,0.288562059,1.359991074,1.202225924,1.271918058,1.019995928,1.09584713,0.927711964,1.035120964,0.10461998,0.220674992,0.103398085,0.09610486,0.399770021,0.223819017,0.092283964,0.107817173,0.074412823,0.15776515,0.132351875,0.067887068,0.119190931,0.383707047,0.243660927,0.060726166,0.152047873,0.024023056
2.10E-05,0.079526186,1.375935078,1.471433163,1.8738451,2.023164988,0.735936165,0.847314119,0.248093128,0.319843054,2.055891037,1.951694965,2.028604031,1.775792122,1.847697973,1.673851013,1.759790182,0.127956152,0.253174067,0.120136976,0.487843037,0.639998913,0.297915936,0.101941109,0.098052979,0.077849865,0.104196072,0.173647881,0.066668987,0.527471066,0.624119043,0.288357019,0.087907791,0.175467014,0.005439043
