. - Down,. - Up,5 - Down,5 - Up,a - Down,a - Up,e - Down,e - Up,i - Down,i - Up,l - Down,n - Down,n - Up,o - Down,o - Up,r - Down,r - Up,t - Down,t - Up,t - i Down,i - e Down,e - 5 Down,5 - r Down,r - o Down,o - a Down,a - n Down,n - l Down,. - t Up,t - i Up,i - e Up,e - 5 Up,5 - r Up,r - o Up,o - a Up,a - n Up
1.88E-05,0.104038954,1.376132011,1.456043959,1.808081865,1.895998955,0.696204901,0.815789938,0.552191973,0.631742954,2.104192972,1.940687895,1.99109602,1.691915989,1.768021822,1.608114004,1.672013998,0.408128023,0.5110569,0.14406395,0.144012928,0.679927111,0.231981993,0.083801985,0.116165876,0.13260603,0.163505077,0.407017946,0.120686054,0.184046984,0.640254021,0.215970039,0.096007824,0.127977133,0.095097065
1.91E-05,0.091370106,1.256125212,1.335832119,1.737714052,1.775804996,1.006230116,1.111685038,0.507683039,0.567863226,1.991955996,1.791569233,1.855831146,1.575740099,1.647840023,1.521474123,1.599752188,0.271970034,0.375990152,0.235713005,0.498547077,0.249895096,0.265348911,0.054265976,0.161973953,0.053855181,0.200386763,0.284620047,0.191873074,0.543821812,0.224147081,0.263920069,0.048087835,0.127964973,0.08002615
1.98E-05,0.095862865,1.013966799,1.127835989,1.583965778,1.639857769,0.548419952,0.647829771,0.453602791,0.527876854,1.962329865,1.751922846,1.778595924,1.4321208,1.527832985,1.351964951,1.445991993,0.351781845,0.448797941,0.101820946,0.094817162,0.465546846,0.337998152,0.080155849,0.151844978,0.167957067,0.210407019,0.352935076,0.079078913,0.119952917,0.480006218,0.318156004,0.081840992,0.112024784,0.138738155
2.00E-05,0.095893145,0.935916185,1.017965078,1.391956091,1.463889122,0.471822977,0.592109203,0.386203051,0.439882994,1.687959194,1.495984077,1.543853998,1.274227142,1.343877077,1.175984144,1.255876064,0.256008148,0.337157011,0.130194902,0.085619926,0.464093208,0.240067959,0.098242998,0.117728949,0.104027987,0.191975117,0.241263866,0.102725983,0.15222621,0.425855875,0.237910986,0.088001013,0.120012045,0.079964876
2.10E-05,0.079869032,0.847968102,0.951855183,1.383967161,1.487672091,0.576009035,0.687859058,0.472002029,0.54360199,1.695999146,1.50063014,1.551862001,1.247970104,1.351643085,1.167978048,1.268556118,0.360008001,0.431881189,0.111994028,0.104007006,0.271959066,0.320009947,0.079992056,0.135997057,0.116662979,0.195369005,0.352012157,0.1117208,0.144257069,0.263996124,0.316700935,0.083086967,0.136029005,0.064189911
2.00E-05,0.102102041,0.914403915,1.013801813,1.470069885,1.566210985,0.518213987,0.622256041,0.43035984,0.478291988,1.766317844,1.578929901,1.63826704,1.33434701,1.438257933,1.246352911,1.346066952,0.270383835,0.39038682,0.159976006,0.087854147,0.396189928,0.331948996,0.087994099,0.135722876,0.108860016,0.187387943,0.288284779,0.087905169,0.143964052,0.391545773,0.332265139,0.092190981,0.127953053,0.072056055
2.10E-05,0.103540182,0.791955948,0.879292965,1.33239603,1.399858952,0.535950184,0.639804125,0.423623085,0.487770081,1.647924185,1.450210094,1.495838165,1.175992966,1.271845102,1.095958948,1.199628115,0.303524017,0.401340961,0.120099068,0.112327099,0.256005764,0.304003,0.080034018,0.156403065,0.117814064,0.19771409,0.297800779,0.086429119,0.152034044,0.23948884,0.32033515,0.072216988,0.128013849,0.095979214
1.88E-05,0.088021994,0.680069923,0.767758846,1.10408783,1.208973885,0.455997944,0.576016903,0.35195303,0.431988955,1.360098839,1.200105906,1.255975008,1.00925684,1.055980921,0.903935909,0.991979837,0.20812583,0.320021868,0.1438272,0.104044914,0.22407198,0.223865986,0.10532093,0.09483099,0.096018076,0.159992933,0.231999874,0.111967087,0.144027948,0.191741943,0.224220991,0.064001083,0.152992964,0.047001123
2.98E-05,0.102458954,0.622982979,0.702945948,1.03883481,1.142895937,0.417364836,0.518750906,0.316322803,0.415997982,1.303013802,1.163658857,1.206895828,0.918840885,1.01472497,0.847878933,0.931302786,0.199930906,0.286908865,0.116391897,0.101042032,0.205618143,0.224895954,0.070961952,0.119993925,0.124824047,0.139354944,0.184449911,0.129089117,0.102752924,0.184195042,0.228356838,0.083422184,0.128170967,0.063999891
3.00E-05,0.116041183,0.652937174,0.725175142,1.085083008,1.197388172,0.453281164,0.53315711,0.349282026,0.421055079,1.341245174,1.198919058,1.24516511,0.981603146,1.061200142,0.885302067,0.965186119,0.229264975,0.316996098,0.120017052,0.103999138,0.19965601,0.232364893,0.096301079,0.103479862,0.11383605,0.142326117,0.200954914,0.104058981,0.112102032,0.192018032,0.240010977,0.096014023,0.13618803,0.047776937
3.10E-05,0.060199976,0.884027958,0.980167866,1.348151922,1.436380863,0.620108843,0.740170002,0.308352947,0.372149944,1.596387863,1.437976837,1.492141962,1.228437901,1.330441952,1.148250818,1.230069876,0.199798822,0.30991888,0.108554125,0.311755896,0.263919115,0.26422286,0.080187082,0.119714022,0.089824915,0.158411026,0.249718904,0.062231064,0.368020058,0.239997864,0.24990201,0.100372076,0.105938911,0.055761099
2.10E-05,0.111871958,0.704170942,0.76760006,1.120372057,1.235899925,0.488017082,0.571481943,0.438292027,0.489710093,1.369326115,1.199854136,1.263593912,1.007856131,1.103397131,0.921097994,1.023514032,0.288217068,0.367806911,0.150074959,0.049725056,0.21615386,0.216927052,0.086758137,0.112515926,0.079482079,0.169471979,0.255934954,0.121903181,0.081771851,0.196118116,0.255913973,0.079883099,0.132502794,0.027693987
2.00E-05,0.103929043,0.869377136,0.969236135,1.272011995,1.400923014,0.456119061,0.583922148,0.337403059,0.399914026,1.552028179,1.367787123,1.439723969,1.143810987,1.239880085,1.087973118,1.175899029,0.224057198,0.340155125,0.113345861,0.118716002,0.413258076,0.218595982,0.05583787,0.128201008,0.095775127,0.184241056,0.236226082,0.059758902,0.184008121,0.385313988,0.206662893,0.063981056,0.161042929,0.038800955
2.00E-05,0.095909119,0.720010042,0.807917118,1.135979176,1.243669987,0.395394087,0.511903048,0.327975035,0.383687973,1.383820057,1.22668314,1.287877083,1.008006096,1.111415148,0.960157156,1.026359081,0.199972153,0.295300961,0.128002882,0.067419052,0.324615955,0.240147114,0.04784894,0.12797308,0.090703964,0.157136917,0.199391842,0.088387012,0.128215075,0.296014071,0.218441963,0.085056067,0.132254839,0.044207096
