. - Down,. - Up,5 - Down,5 - Up,a - Down,a - Up,e - Down,e - Up,i - Down,i - Up,l - Down,n - Down,n - Up,o - Down,o - Up,r - Down,r - Up,t - Down,t - Up,t - i Down,i - e Down,e - 5 Down,5 - r Down,r - o Down,o - a Down,a - n Down,n - l Down,. - t Up,t - i Up,i - e Up,e - 5 Up,5 - r Up,r - o Up,o - a Up,a - n Up
2.1e-05,0.079879999,1.047966957,1.103895903,1.431511879,1.551795006,0.439973831,0.52786088,0.319985867,0.391835928,1.703934908,1.575237989,1.610891819,1.383937836,1.455976963,1.303841829,1.415609837,0.261842966,0.345078945,0.0581429,0.119987965,0.607993126,0.255874872,0.080096006,0.047574043,0.14372611,0.128696918,0.265198946,0.046756983,0.136024952,0.576035023,0.311713934,0.040367126,0.095818043,0.059096813
2e-05,0.064074993,1.087976933,1.160093069,1.415801048,1.567971945,0.439979076,0.520060062,0.350897074,0.399898052,1.736066103,1.599951982,1.680877924,1.432053089,1.528013945,1.328127146,1.481514931,0.218131065,0.296051979,0.132766008,0.089082003,0.647997856,0.240150213,0.103925943,-0.016252041,0.184150934,0.13611412,0.231976986,0.103846073,0.12016201,0.640033007,0.321421862,0.046499014,0.039958,0.112905979
2e-05,0.069216967,0.989460945,1.068773031,1.309165955,1.448415995,0.413321018,0.493232965,0.299332857,0.357223034,1.621263981,1.469004869,1.533165932,1.333118916,1.413219929,1.237093925,1.364774942,0.181267023,0.285235882,0.118065834,0.113988161,0.576139927,0.24763298,0.09602499,-0.023952961,0.159838915,0.152259111,0.216018915,0.071987152,0.136009932,0.575540066,0.296001911,0.048444986,0.035196066,0.084749937
4.01e-05,0.062878847,1.350855827,1.431027889,1.831219912,1.961428881,0.398285866,0.495050907,0.295124054,0.359066963,2.095067024,1.943090916,2.015023947,1.79913497,1.878985882,1.647099972,1.810785055,0.183166981,0.315428972,0.111957073,0.103161812,0.952569962,0.296244144,0.152034998,0.032084942,0.111871004,0.151976109,0.252550125,0.043637991,0.135983944,0.935976982,0.379757166,0.068200827,0.082442999,0.053595066
2e-05,0.079877853,0.840008974,0.91186595,1.239953995,1.327833891,0.364768982,0.439893007,0.281062841,0.335652828,1.471952915,1.296260834,1.359853029,1.151581049,1.215937853,1.063959837,1.195564985,0.175946951,0.264384985,0.105115891,0.083706141,0.475239992,0.223950863,0.087621212,0.088372946,0.056306839,0.175692081,0.184507132,0.071267843,0.104240179,0.471972942,0.283699036,0.020372868,0.111896038,0.032019138
1.41e-05,0.100799084,0.893052101,0.964799881,1.260974884,1.359932899,0.389061928,0.468980074,0.296175957,0.340992928,1.516887903,1.309076071,1.363671064,1.181101084,1.244718075,1.100704908,1.227021933,0.196693897,0.279226065,0.099482059,0.092885971,0.503990173,0.207652807,0.080396175,0.0798738,0.048101187,0.207811832,0.178426981,0.061766863,0.127987146,0.495819807,0.262222052,0.017696142,0.115214825,0.003738165
1.98e-05,0.105549812,1.036491871,1.127870798,1.369109869,1.501195908,0.479945898,0.567871809,0.321310997,0.383924007,1.623972893,1.487713814,1.555411816,1.344026804,1.439616919,1.268932819,1.415858984,0.215996981,0.295725822,0.105314016,0.158634901,0.556545973,0.232440948,0.075093985,0.025083065,0.118603945,0.136259079,0.19017601,0.088198185,0.183947802,0.559998989,0.287988186,0.023757935,0.061578989,0.054215908
2e-05,0.119765997,1.63189888,1.711611986,1.943608999,2.087393999,1.079962969,1.215903997,0.372252941,0.439864874,2.127963066,2.023912907,2.100720882,1.903735876,1.976679087,1.835207939,1.968654871,0.271925926,0.327871084,0.100327015,0.707710028,0.551935911,0.203309059,0.068527937,0.039873123,0.080303907,0.104050159,0.208105087,0.11199379,0.776039124,0.495707989,0.257042885,0.008024216,0.110714912,0.013326883
1.6e-05,0.078742981,0.846806049,0.930383921,1.150994062,1.260511875,0.366563082,0.454740047,0.264936924,0.33476305,1.466418028,1.302762032,1.366816044,1.154732943,1.238705873,1.093873978,1.192638874,0.190857887,0.278326988,0.074079037,0.101626158,0.480242968,0.247067928,0.060858965,-0.00373888,0.151767969,0.163655996,0.199584007,0.056436062,0.119976997,0.475643873,0.262254953,0.046066999,0.021806002,0.106304169
2.19e-05,0.10363698,0.975980997,1.055833101,1.327948093,1.439858913,0.432375908,0.511913061,0.288114071,0.359917879,1.503745079,1.383713007,1.47892499,1.280484915,1.396499872,1.216047049,1.362641096,0.23228097,0.291977882,0.055833101,0.144261837,0.543605089,0.240066051,0.064437866,0.047463179,0.055764914,0.120032072,0.188340902,0.067939997,0.151995182,0.54392004,0.306807995,0.033858776,0.043359041,0.039066076
